X1,D.ananassae,D.arizonae,D.biarmipes,D.bipectinata,D.busckii,D.elegans,D.erecta,D.eugracilis,D.ficusphila,D.grimshawi,D.hydei,D.kikkawai,D.melanogaster,D.miranda,D.mojavensis,D.navojoa,D.novamexicana,D.obscura,D.persimilis,D.pseudoobscura,D.rhopaloa,D.sechellia,D.serrata,D.simulans,D.suzukii,D.takahashii,D.virilis,D.willistoni,D.yakuba
OG0010776,XP_001955934.1,XP_017863324.1,XP_016966389.1,XP_017109400.1,XP_017844258.1,XP_017127775.1,XP_001971228.1,XP_017080273.1,XP_017060092.1,XP_001983936.1,XP_023174231.1,XP_017023125.1,NP_647679.1,XP_017134879.1,XP_002008116.1,XP_017956868.1,XP_030570786.1,XP_022218024.1,XP_002021419.1,XP_001353571.2,XP_016970063.1,XP_002035010.2,XP_020814458.1,XP_002083307.1,XP_016934544.1,XP_016996406.1,XP_002047149.1,XP_002067780.1,XP_002093222.1
OG0010777,XP_001955985.1,XP_017863438.1,XP_016959163.1,XP_017089985.1,XP_017842489.1,XP_017127704.1,XP_001971175.1,XP_017063537.1,XP_017060065.1,XP_001983552.1,XP_023164691.2,XP_017029845.1,NP_647640.1,XP_017136324.1,XP_002012117.1,XP_017957140.1,XP_030561037.1,XP_022217601.1,XP_002025391.1,XP_001353726.1,XP_016972697.1,XP_002034953.2,XP_020800062.1,XP_016029879.1,XP_016934661.1,XP_016993938.1,XP_002046375.1,XP_002069166.1,XP_002093164.1
OG0010778,XP_001955988.1,XP_017862730.1,XP_016959966.1,XP_017090064.1,XP_017840990.1,XP_017128023.1,XP_001971172.1,XP_017063488.1,XP_017059901.1,XP_001983549.1,XP_023164716.2,XP_017029769.1,NP_647638.1,XP_017136316.1,XP_002012120.1,XP_030242373.1,XP_030561004.1,XP_022217600.1,XP_002025394.1,XP_001353724.1,XP_016972671.1,XP_002034949.1,XP_020799988.1,XP_002083249.1,XP_016933260.1,XP_016993964.1,XP_002046372.1,XP_002069163.1,XP_002093161.1
OG0010779,XP_001956030.1,XP_017863013.1,XP_016965677.1,XP_017096355.1,XP_017841857.1,XP_017128136.1,XP_015014198.1,XP_017071200.1,XP_017043503.1,XP_001983906.1,XP_023179373.1,XP_017021123.1,NP_648551.3,XP_017137159.1,XP_002007369.1,XP_017955348.1,XP_030572563.1,XP_022216829.1,XP_002021089.1,XP_002134830.1,XP_016989498.1,XP_002030235.1,XP_020812117.1,XP_002084605.1,XP_016933389.1,XP_016997058.1,XP_002046736.1,XP_023035009.1,XP_015050285.1
OG0010780,XP_001956032.1,XP_017863007.1,XP_016965671.1,XP_017096392.1,XP_017845601.1,XP_017128655.1,XP_001972496.1,XP_017071194.1,XP_017043440.1,XP_001983904.1,XP_023179367.2,XP_017021333.1,NP_648549.1,XP_017137156.1,XP_002007371.1,XP_017955325.1,XP_030572553.1,XP_022216739.1,XP_002021087.1,XP_002134829.1,XP_016989378.1,XP_002030233.1,XP_020812515.1,XP_002084603.1,XP_016934820.1,XP_016997173.1,XP_002046738.1,XP_002062456.1,XP_002094546.1
OG0010783,XP_001956078.1,XP_017862674.1,XP_016956442.1,XP_017098226.1,XP_017840230.1,XP_017127712.1,XP_026833432.1,XP_017063503.1,XP_017059945.1,XP_032592504.1,XP_030081519.1,XP_017028793.1,NP_647625.2,XP_017135565.1,XP_002008030.2,XP_030242272.1,XP_030570899.1,XP_022216844.1,XP_026849880.1,XP_001353648.2,XP_016972676.1,XP_002034932.1,XP_020801579.1,XP_016029853.1,XP_016931594.1,XP_016993930.1,XP_002047236.1,XP_002067707.1,XP_002093143.2
OG0010784,XP_001956122.1,XP_017864463.1,XP_016955663.1,XP_017091062.1,XP_017840861.1,XP_017126948.1,XP_001971003.2,XP_017066278.1,XP_017057993.1,XP_032593379.1,XP_023166536.1,XP_017028806.1,NP_612023.1,XP_017136639.1,XP_002007183.1,XP_017958286.1,XP_030568444.1,XP_022221872.1,XP_026847350.1,XP_001352490.3,XP_016975862.1,XP_002034772.1,XP_020801659.1,XP_002081428.1,XP_016935050.1,XP_016995986.1,XP_002060317.1,XP_002065219.1,XP_002092989.1
OG0010785,XP_001956138.1,XP_017860874.1,XP_016966692.1,XP_017107482.1,XP_017844324.1,XP_017127917.1,XP_001971871.1,XP_017071403.1,XP_017060157.1,XP_001983515.1,XP_023167882.1,XP_017029899.1,NP_647880.1,XP_017138084.1,XP_002012155.1,XP_030241486.1,XP_030561045.1,XP_022212797.1,XP_002026956.1,XP_001353054.1,XP_016991764.1,XP_002035318.1,XP_020807514.1,XP_002083610.1,XP_016943650.1,XP_017014331.1,XP_002046336.1,XP_023036755.1,XP_002093676.1
OG0010786,XP_001956144.1,XP_017860887.1,XP_016966207.1,XP_017107768.1,XP_017841318.1,XP_017127789.1,XP_001971878.1,XP_017071526.1,XP_017059971.1,XP_001983520.1,XP_023167892.1,XP_017029860.1,NP_001033989.1,XP_017137632.1,XP_002012150.3,XP_030241491.1,XP_030561046.1,XP_022212824.1,XP_002026964.1,XP_001353059.1,XP_016989859.1,XP_002035325.1,XP_020807558.1,XP_002083615.2,XP_016943655.1,XP_017004920.1,XP_002046341.1,XP_002074370.1,XP_002093681.2
OG0010789,XP_001956224.1,XP_017863346.1,XP_016966348.1,XP_017088439.1,XP_017842970.1,XP_017129533.1,XP_001971358.1,XP_017074101.1,XP_017042643.1,XP_001983598.1,XP_023169098.1,XP_017018414.1,NP_648182.1,XP_017157035.1,XP_002012071.1,XP_017958131.1,XP_030560707.1,XP_022215377.1,XP_002024606.1,XP_001354211.2,XP_016969066.1,XP_002029674.1,XP_020809521.1,XP_002084067.1,XP_016934220.1,XP_017011888.1,XP_002046423.1,XP_002068014.2,XP_002094132.1
OG0010791,XP_001956281.1,XP_017861762.1,XP_016965713.1,XP_017088295.1,XP_017844401.1,XP_017133737.1,XP_001972222.1,XP_017080624.1,XP_017040367.1,XP_001983688.1,XP_023169807.1,XP_017028257.1,NP_524011.1,XP_017137621.1,XP_002007608.1,XP_017956333.1,XP_030570449.1,XP_022213947.1,XP_002027834.1,XP_001353882.1,XP_016977327.1,XP_002029935.1,XP_020816974.1,XP_002084318.1,XP_016933040.1,XP_017008094.1,XP_002047072.1,XP_002067988.1,XP_002093254.1
OG0010792,XP_001956282.1,XP_017861761.1,XP_016966381.1,XP_017088349.1,XP_017841695.1,XP_017133991.1,XP_001972221.1,XP_017081272.1,XP_017040483.1,XP_001983689.1,XP_023169806.2,XP_017028256.1,NP_648353.3,XP_017138554.1,XP_002007607.1,XP_017956332.1,XP_030570800.1,XP_022213679.1,XP_002027835.1,XP_002135099.1,XP_016977326.1,XP_002029934.1,XP_020816754.1,XP_002084317.2,XP_016933221.1,XP_017008098.1,XP_002047073.1,XP_002067989.1,XP_002093255.1
OG0010793,XP_001956288.1,XP_017860871.1,XP_016966565.1,XP_017088354.1,XP_017841463.1,XP_017133944.1,XP_001972215.1,XP_017080939.1,XP_017040382.1,XP_001983528.1,XP_023164708.1,XP_017028572.1,NP_648348.1,XP_017136225.1,XP_002012142.1,XP_017955777.1,XP_030560743.1,XP_022212741.1,XP_002024868.1,XP_001352604.1,XP_016977341.1,XP_002029928.1,XP_020816768.1,XP_002084311.2,XP_016934870.1,XP_017008089.1,XP_002046349.1,XP_002065945.1,XP_002093261.1
OG0010794,XP_001956303.1,XP_017860694.1,XP_016965783.1,XP_017088306.1,XP_017843132.1,XP_017133693.1,XP_026832453.1,XP_017080443.1,XP_017040371.1,XP_032599406.1,XP_023180107.2,XP_017028269.1,NP_648324.1,XP_017135761.1,XP_032587463.1,XP_030241935.1,XP_030570198.1,XP_022212894.1,XP_002024852.2,XP_002135401.1,XP_016990180.1,XP_002029885.1,XP_020817053.1,XP_016031209.1,XP_016934025.1,XP_017005438.1,XP_032291363.1,XP_023033431.1,XP_002093298.1
OG0010796,XP_001956336.1,XP_017861906.1,XP_016959989.1,XP_017109541.1,XP_017840498.1,XP_017122406.1,XP_001972164.1,XP_017085291.1,XP_017053222.1,XP_001984207.1,XP_023177223.1,XP_017028504.1,NP_524683.2,XP_017138232.1,XP_002008001.2,XP_017955147.1,XP_030570359.1,XP_022221431.1,XP_002024744.1,XP_001354301.2,XP_016975201.1,XP_002029871.1,XP_020816883.1,XP_002084260.1,XP_016934032.1,XP_017005530.1,XP_002047263.1,XP_002062489.2,XP_002093313.1
OG0010798,XP_001956377.1,XP_017861175.1,XP_016965050.1,XP_017109427.1,XP_017841609.1,XP_017112460.1,XP_001972768.1,XP_017065693.1,XP_017040345.1,XP_001985205.1,XP_023178137.2,XP_017019397.1,NP_524073.2,XP_017139073.1,XP_002009260.1,XP_017955286.1,XP_030571313.1,XP_022211301.1,XP_002022255.1,XP_001353192.1,XP_016976306.1,XP_002030528.1,XP_020798213.1,XP_016031905.1,XP_016933575.1,XP_016994754.1,XP_002047996.1,XP_002074388.1,XP_002094829.1
OG0010799,XP_001956397.2,XP_017862566.1,XP_016965956.1,XP_017109483.1,XP_017843075.1,XP_017122924.1,XP_001972747.1,XP_017068230.1,XP_017040311.1,XP_032599448.1,XP_023171394.1,XP_017019508.1,NP_648717.1,XP_017135052.1,XP_002009010.1,XP_017956735.1,XP_030571623.1,XP_022211320.1,XP_002022280.1,XP_001353205.2,XP_016972797.1,XP_002030503.1,XP_020798251.1,XP_002084874.1,XP_016934354.1,XP_016994457.1,XP_002047895.1,XP_002074410.1,XP_002094806.1
OG0010803,XP_001956439.1,XP_017862181.1,XP_016966845.1,XP_017090088.1,XP_017841010.1,XP_017128399.1,XP_001972705.1,XP_017068313.1,XP_017039532.1,XP_001984261.2,XP_023173055.2,XP_017034337.1,NP_648690.1,XP_017138631.1,XP_002008925.1,XP_017956236.1,XP_030571056.1,XP_022211412.1,XP_002021376.1,XP_001353540.2,XP_016974551.1,XP_002030458.1,XP_020815979.1,XP_016031808.1,XP_016933344.1,XP_016997586.1,XP_002048049.1,XP_002061721.1,XP_002094761.1
OG0010804,XP_001956458.1,XP_017863592.1,XP_016956189.1,XP_017089910.1,XP_017841387.1,XP_017111993.1,XP_001972864.1,XP_017072219.1,XP_017058985.1,XP_001985542.1,XP_023170641.2,XP_017031014.1,NP_524134.1,XP_017138106.1,XP_002008596.1,XP_017956936.1,XP_030565802.1,XP_022208302.1,XP_002024120.1,XP_001353967.1,XP_016983172.1,XP_002042559.1,XP_020801949.1,XP_016032400.1,XP_016937603.1,XP_017008618.1,XP_002048348.1,XP_002067963.2,XP_002094927.1
OG0010805,XP_001956494.1,XP_017861083.1,XP_016955513.1,XP_017090148.1,XP_017843246.1,XP_017133921.1,XP_001972349.1,XP_017080700.1,XP_017058955.1,XP_001985195.1,XP_023178242.1,XP_017034317.1,NP_476735.1,XP_017138095.1,XP_002008781.1,XP_017955423.1,XP_030565971.1,XP_022218229.1,XP_002024068.1,XP_001353944.2,XP_016987607.1,XP_002030069.1,XP_020816029.1,XP_002084457.1,XP_016935435.1,XP_016995597.1,XP_002048532.1,XP_002068595.1,XP_002094375.1
OG0010806,XP_001956507.1,XP_017861054.1,XP_016955250.1,XP_017089935.1,XP_017843780.1,XP_017133617.1,XP_001972360.1,XP_017080209.1,XP_017059483.1,XP_001984783.1,XP_023178331.1,XP_017034152.1,NP_648447.2,XP_017134644.1,XP_002008792.1,XP_017958282.1,XP_030570838.1,XP_022220365.1,XP_002024057.2,XP_001353934.3,XP_016987579.1,XP_002030081.1,XP_020816342.1,XP_016031407.1,XP_016943725.1,XP_017005949.1,XP_002048546.1,XP_002068584.1,XP_002094387.1
OG0010807,XP_001956511.1,XP_017861077.1,XP_016955995.1,XP_017090121.1,XP_017844079.1,XP_017133913.1,XP_001972364.1,XP_017081168.1,XP_017060086.1,XP_001984780.1,XP_023161507.1,XP_017034286.1,NP_648450.3,XP_017137873.1,XP_002008796.3,XP_017956953.1,XP_030567814.1,XP_022220403.1,XP_002024054.1,XP_001353931.2,XP_016987594.1,XP_002030085.1,XP_020816268.1,XP_002084473.1,XP_016937975.1,XP_017005986.1,XP_002048551.1,XP_002068580.1,XP_002094391.1
OG0010808,XP_001956513.1,XP_017861022.1,XP_016956057.1,XP_017090170.1,XP_017844340.1,XP_017133939.1,XP_001972366.1,XP_017081205.1,XP_017059736.1,XP_001984777.1,XP_023161498.1,XP_017021270.1,NP_648453.1,XP_017137070.1,XP_002008798.2,XP_017956944.1,XP_030567228.1,XP_022220353.1,XP_026847852.1,XP_001353928.2,XP_016987650.1,XP_002030087.1,XP_020804584.1,XP_016031410.1,XP_016926124.1,XP_017005957.1,XP_002048553.1,XP_002062486.1,XP_002094393.1
OG0010809,XP_001956576.1,XP_017862696.1,XP_016959122.1,XP_017095242.1,XP_017843704.1,XP_017112005.1,XP_015014400.1,XP_017081079.1,XP_017060169.1,XP_032599137.1,XP_023160948.1,XP_017021306.1,NP_996062.3,XP_017138402.1,XP_015018256.1,XP_017957305.1,XP_030566046.1,XP_022226393.1,XP_002027849.1,XP_002135102.1,XP_016992145.1,XP_032574193.1,XP_020801850.1,XP_016031479.1,XP_016931109.1,XP_016992556.1,XP_015031796.1,XP_002068105.1,XP_015045099.1
OG0010810,XP_001956582.3,XP_017863941.1,XP_016958908.1,XP_017095244.1,XP_017841301.1,XP_017111914.1,XP_015014308.2,XP_017080808.1,XP_017059892.1,XP_001984319.2,XP_023160955.1,XP_017021340.1,NP_729740.2,XP_017134538.1,XP_002008864.2,XP_017958287.1,XP_030566480.1,XP_022226362.1,XP_002025671.1,XP_002135481.1,XP_016990125.1,XP_002030165.1,XP_020801892.1,XP_002084539.1,XP_016931100.1,XP_016992394.1,XP_002048620.2,XP_023033258.1,XP_002094473.2
OG0010815,XP_001956665.1,XP_017861437.1,XP_016956190.1,XP_017103961.1,XP_017840602.1,XP_017122122.1,XP_001973464.1,XP_017081269.1,XP_017060023.1,XP_001985658.1,XP_023160235.1,XP_017022771.1,NP_524180.1,XP_017135816.1,XP_002009295.2,XP_030245395.1,XP_030571387.1,XP_022221013.1,XP_002021045.1,XP_001353319.1,XP_016972952.1,XP_002040638.1,XP_020808885.1,XP_002085628.1,XP_016924559.1,XP_017006398.1,XP_002048021.1,XP_002061879.3,XP_002095489.1
OG0010816,XP_001956682.1,XP_017862024.1,XP_016959423.1,XP_017104036.1,XP_017843664.1,XP_017127504.1,XP_001971037.1,XP_017066418.1,XP_017058763.1,XP_001983721.1,XP_023169941.1,XP_017030958.1,NP_612045.1,XP_017136499.1,XP_002007574.1,XP_017956282.1,XP_030570525.1,XP_022215372.1,XP_002025698.2,XP_001352805.1,XP_016979268.1,XP_002034808.1,XP_020807644.1,XP_016029737.1,XP_016934764.1,XP_017011336.1,XP_002047106.1,XP_002062386.1,XP_002093025.1
OG0010817,XP_001956712.1,XP_017861758.1,XP_016956743.1,XP_017104024.1,XP_017843033.1,XP_017127574.1,XP_001971102.1,XP_017063536.1,XP_017060049.1,XP_001983669.1,XP_023169978.2,XP_017017792.1,NP_612085.1,XP_017138992.1,XP_002007625.1,XP_017957810.1,XP_030570090.1,XP_022226696.1,XP_026849755.1,XP_001352465.2,XP_016984121.1,XP_002034879.1,XP_020801539.1,XP_002083184.1,XP_016934531.1,XP_016993215.1,XP_002047054.1,XP_002065990.1,XP_002093090.1
OG0010818,XP_001956738.2,XP_017864118.1,XP_016955491.1,XP_017103979.1,XP_017840474.1,XP_017126729.1,XP_001971075.1,XP_017066357.1,XP_017059453.1,XP_001984633.1,XP_023168111.1,XP_017017779.1,NP_995949.1,XP_017139089.1,XP_002009125.1,XP_030239279.1,XP_030571214.1,XP_022219651.1,XP_026849859.1,XP_002134992.1,XP_016988512.1,XP_002034848.1,XP_020801438.1,XP_002083163.1,XP_016933880.1,XP_016994177.1,XP_002047790.2,XP_002062048.1,XP_002093063.1
OG0010820,XP_001956777.1,XP_017860886.1,XP_016966255.1,XP_017092388.1,XP_017841472.1,XP_017128301.1,XP_001972974.2,XP_017080875.1,XP_017059049.1,XP_001983537.1,XP_023164734.2,XP_017028352.1,NP_648950.1,XP_017136529.1,XP_002012133.1,XP_017955778.1,XP_030561162.1,XP_022213750.1,XP_002026168.1,XP_001352434.2,XP_016985223.1,XP_002030860.2,XP_020816446.1,XP_002085229.2,XP_016925932.1,XP_016999895.1,XP_002046359.1,XP_002068421.1,XP_002095046.2
OG0010821,XP_001956805.1,XP_017862639.1,XP_016966336.1,XP_017109981.1,XP_017844251.1,XP_017127978.1,XP_001973249.1,XP_017081287.1,XP_017043474.1,XP_001983413.1,XP_023178582.1,XP_017017819.1,NP_648880.1,XP_017138575.1,XP_002012257.1,XP_030239517.1,XP_030560764.1,XP_022229200.1,XP_002024920.1,XP_001352566.1,XP_016977503.1,XP_002030756.1,XP_020814184.1,XP_002085122.1,XP_016941915.1,XP_017011727.1,XP_002046232.1,XP_002065930.1,XP_002086358.1
OG0010823,XP_001956844.1,XP_017861113.1,XP_016957781.1,XP_017109932.1,XP_017840600.1,XP_017121991.1,XP_001971574.1,XP_017071814.1,XP_017049526.1,XP_001984564.1,XP_023171319.2,XP_017028585.1,NP_648278.1,XP_017138472.1,XP_002009038.1,XP_017957392.1,XP_030571490.1,XP_022213903.1,XP_002028046.1,XP_001354155.1,XP_016973157.1,XP_002029813.1,XP_020817100.1,XP_002084209.1,XP_016934166.1,XP_017000002.1,XP_002047866.1,XP_002069041.1,XP_002093372.1
OG0010824,XP_001956849.1,XP_017864181.1,XP_016959381.1,XP_017109950.1,XP_017844104.1,XP_017122320.1,XP_001971579.1,XP_017071878.1,XP_017049800.1,XP_001984559.1,XP_023171338.2,XP_017028520.1,NP_648273.1,XP_017135730.1,XP_002009033.1,XP_017957923.1,XP_030571573.1,XP_022213681.1,XP_026849470.1,XP_001354174.2,XP_016973175.1,XP_002029808.1,XP_020816907.1,XP_002084204.2,XP_016934748.1,XP_017000045.1,XP_002047871.1,XP_002069036.1,XP_002093377.1
OG0010825,XP_001956857.1,XP_017863142.1,XP_016959701.1,XP_017109901.1,XP_017842347.1,XP_017133669.1,XP_001971587.1,XP_017071840.1,XP_017049766.1,XP_001983865.1,XP_023160904.2,XP_017028529.1,NP_523986.2,XP_017136968.1,XP_002007422.1,XP_017955047.1,XP_030572310.1,XP_022218586.1,XP_026847593.1,XP_001352771.1,XP_016990192.1,XP_002029800.1,XP_020816663.1,XP_002084196.1,XP_016933840.1,XP_017000050.1,XP_002046796.1,XP_002062283.2,XP_002093385.1
OG0010826,XP_001956863.1,XP_017862109.1,XP_016959247.1,XP_017109909.1,XP_017840855.1,XP_017133931.1,XP_001971594.1,XP_017071876.1,XP_017049741.1,XP_001983872.1,XP_023160895.1,XP_017028558.1,NP_523984.1,XP_017137968.1,XP_002007414.1,XP_017955028.1,XP_030572517.1,XP_022212781.1,XP_026848748.1,XP_001353081.1,XP_016991383.1,XP_002029791.2,XP_020816755.1,XP_016031076.1,XP_016933308.1,XP_017000040.1,XP_002046789.1,XP_002062290.1,XP_002093391.1
OG0010828,XP_001956890.1,XP_017864236.1,XP_016966861.1,XP_017096088.1,XP_017840705.1,XP_017129607.1,XP_001971621.1,XP_017074197.1,XP_017042657.1,XP_001983892.1,XP_023179316.1,XP_017026442.1,NP_523976.1,XP_017136630.1,XP_002007390.1,XP_017958042.1,XP_030572589.1,XP_022212830.1,XP_002027524.1,XP_001353104.1,XP_016978888.1,XP_002029762.1,XP_020816289.1,XP_002084160.1,XP_016934960.1,XP_016992550.1,XP_002046763.1,XP_002062317.1,XP_002093422.1
OG0010830,XP_001956905.1,XP_017861668.1,XP_016965579.1,XP_017095960.1,XP_017841112.1,XP_017129399.1,XP_001971637.1,XP_017074047.1,XP_017042493.1,XP_001996645.1,XP_023179326.1,XP_017026283.1,NP_648239.1,XP_017138829.1,XP_002007375.1,XP_017955335.1,XP_030572593.1,XP_022212785.1,XP_002027508.1,XP_001353116.1,XP_016978855.1,XP_002029743.1,XP_020815988.1,XP_002084143.1,XP_016933922.1,XP_016992405.1,XP_002046745.1,XP_002065878.1,XP_002093438.1
OG0010831,XP_001956915.1,XP_017862252.1,XP_016966081.1,XP_017096051.1,XP_017840558.1,XP_017129484.1,XP_001971647.1,XP_017074163.1,XP_017042618.1,XP_001983985.1,XP_023174217.1,XP_017026370.1,NP_648232.1,XP_017134998.1,XP_002008165.1,XP_017955546.1,XP_030570552.1,XP_022215438.1,XP_002026474.1,XP_001353816.2,XP_016978875.1,XP_002029732.1,XP_020815884.1,XP_002084132.1,XP_016934592.1,XP_016992502.1,XP_002046963.1,XP_002068567.1,XP_002093448.1
OG0010832,XP_001956925.3,XP_017860617.1,XP_016964828.1,XP_017095907.1,XP_017841409.1,XP_017111701.1,XP_001972961.2,XP_017080090.1,XP_017058818.1,XP_001984641.1,XP_023179343.2,XP_017026277.1,NP_648966.1,XP_017156850.1,XP_002007354.2,XP_030238727.1,XP_030572674.1,XP_022215388.1,XP_026847918.1,XP_001353808.2,XP_016983640.1,XP_002030874.1,XP_020816043.1,XP_002085247.1,XP_016933740.1,XP_017010809.1,XP_002046721.1,XP_023033481.1,XP_002095031.2
OG0010833,XP_001956931.1,XP_017864455.1,XP_016964966.1,XP_017095924.1,XP_017841265.1,XP_017111728.1,XP_001972955.1,XP_017071974.1,XP_017058846.1,XP_001984644.1,XP_023179330.2,XP_017026296.1,NP_648971.1,XP_017134771.1,XP_002007349.1,XP_017958003.1,XP_030572530.1,XP_022215460.1,XP_002026490.1,XP_001353804.2,XP_016983638.1,XP_002030880.1,XP_020816155.1,XP_016032280.1,XP_016933443.1,XP_017010816.1,XP_002046716.2,XP_002068578.1,XP_002095025.1
OG0010834,XP_001956945.1,XP_017863113.1,XP_016966741.1,XP_017096069.1,XP_017842022.1,XP_017111995.1,XP_001972942.1,XP_017072226.1,XP_017059092.1,XP_001984658.2,XP_023164109.1,XP_017026420.1,NP_648980.1,XP_017136250.1,XP_002007335.1,XP_017956891.1,XP_030572266.1,XP_022215412.1,XP_026847886.1,XP_001353794.2,XP_016986084.1,XP_002030894.1,XP_020815712.1,XP_002085268.1,XP_016935025.1,XP_017014545.1,XP_002046701.1,XP_023033643.1,XP_002095011.1
OG0010837,XP_001957044.1,XP_017862865.1,XP_016966745.1,XP_017092296.1,XP_017841911.1,XP_017127095.1,XP_001971337.2,XP_017071338.1,XP_017057924.1,XP_001985324.1,XP_023168154.2,XP_017023013.1,NP_647762.3,XP_017135365.1,XP_002009162.1,XP_017957162.1,XP_030571680.1,XP_022208205.1,XP_026847518.1,XP_001352727.2,XP_016973389.1,XP_032576050.1,XP_020809700.1,XP_002083422.1,XP_016926201.1,XP_017000944.1,XP_002047754.1,XP_002068984.1,XP_002094154.1
OG0010838,XP_001957054.3,XP_017864307.1,XP_016966712.1,XP_017093280.1,XP_017842887.1,XP_017127905.1,XP_001971327.1,XP_017071604.1,XP_017058068.1,XP_001985311.1,XP_023168002.1,XP_017023178.1,NP_647756.1,XP_017137735.1,XP_002009173.1,XP_017958081.1,XP_030571120.1,XP_022208251.1,XP_002025567.2,XP_001352719.2,XP_016969257.1,XP_002035116.1,XP_020809698.1,XP_002083412.2,XP_016933211.1,XP_017000939.1,XP_002047742.1,XP_002062594.1,XP_002094165.1
OG0010839,XP_001957067.1,XP_017862083.1,XP_016964945.1,XP_017096230.1,XP_017842916.1,XP_017127170.1,XP_001971315.1,XP_017071336.1,XP_017057736.1,XP_001985303.1,XP_023168018.1,XP_017022858.1,NP_523893.1,XP_017137504.1,XP_002009183.1,XP_017956823.1,XP_030573050.1,XP_022208364.1,XP_002024764.1,XP_001352714.2,XP_016978023.1,XP_002035101.1,XP_020809774.1,XP_002083399.2,XP_016933406.1,XP_017011612.1,XP_002047730.1,XP_002062604.1,XP_002094182.1
OG0010840,XP_001957082.1,XP_017861335.1,XP_016966042.1,XP_017096366.1,XP_017843303.1,XP_017127481.1,XP_001971299.1,XP_017070683.1,XP_017057962.1,XP_001984338.1,XP_023176017.2,XP_017022882.1,NP_647734.1,XP_017136762.1,XP_002007258.1,XP_017955910.1,XP_030572588.1,XP_022232858.1,XP_002024724.1,XP_001354286.2,XP_016991665.1,XP_002035083.1,XP_020814416.1,XP_002083382.1,XP_016934329.1,XP_017011680.1,XP_002046620.1,XP_002067848.1,XP_002094198.1
OG0010842,XP_001957089.1,XP_017861333.1,XP_016966246.1,XP_017096372.1,XP_017842432.1,XP_017127417.1,XP_001971292.1,XP_017071079.1,XP_017057912.1,XP_001984331.1,XP_023176038.1,XP_017022935.1,NP_647729.1,XP_017136149.1,XP_002007264.1,XP_017957556.1,XP_030572762.1,XP_022227316.1,XP_002024733.1,XP_001354292.1,XP_016970420.1,XP_002035077.1,XP_020814445.1,XP_002083374.1,XP_016934373.1,XP_017011706.1,XP_002046629.1,XP_002067841.1,XP_002094205.1
OG0010845,XP_001957142.1,XP_017861505.1,XP_016955215.1,XP_017098160.1,XP_017843051.1,XP_017111736.1,XP_001972939.1,XP_017071975.1,XP_017058873.1,XP_001984107.1,XP_023178748.1,XP_017028032.1,NP_648983.1,XP_017139113.1,XP_002007890.1,XP_017957792.1,XP_030570200.1,XP_022215471.1,XP_002026507.1,XP_001353791.1,XP_016986090.1,XP_002030897.1,XP_020816184.1,XP_002085270.1,XP_016923369.1,XP_017003549.1,XP_002047372.1,XP_002068959.1,XP_002095008.1
OG0010850,XP_001957214.1,XP_017864375.1,XP_016965208.1,XP_017098055.1,XP_017842201.1,XP_017126659.1,XP_001973204.1,XP_017080344.1,XP_017043037.1,XP_001983373.1,XP_023178652.1,XP_017028098.1,NP_001097617.1,XP_017135342.1,XP_002006961.1,XP_030239495.1,XP_030561040.1,XP_022229229.1,XP_002024955.1,XP_002135369.1,XP_016991009.1,XP_002030713.1,XP_020817058.1,XP_002085081.1,XP_016942688.1,XP_017015755.1,XP_002046192.1,XP_002062645.1,XP_002095748.1
OG0010851,XP_001957236.1,XP_017863552.1,XP_016966257.1,XP_017098422.1,XP_017844450.1,XP_017127571.1,XP_001973181.1,XP_017081105.1,XP_017043330.1,XP_001984409.1,XP_023167159.1,XP_017028155.1,NP_524675.1,XP_017137713.1,XP_002011961.1,XP_030244352.1,XP_030567850.1,XP_022215327.1,XP_002024975.1,XP_001352531.1,XP_016971773.1,XP_032573482.1,XP_020817122.1,XP_016032127.1,XP_016926671.1,XP_017015766.1,XP_002046538.1,XP_002062067.1,XP_002095770.1
OG0010852,XP_001957252.2,XP_017864227.1,XP_016955695.1,XP_017098519.1,XP_017842138.1,XP_017122400.1,XP_001973466.1,XP_017080735.1,XP_017059776.1,XP_001985029.1,XP_023180126.1,XP_017022747.1,NP_649209.1,XP_017135812.1,XP_002008245.1,XP_017957027.1,XP_030571684.1,XP_022221008.1,XP_002021047.1,XP_001353320.2,XP_016972961.1,XP_032574902.1,XP_020808868.1,XP_002085632.1,XP_016924597.1,XP_017006392.1,XP_002048140.1,XP_002061876.1,XP_002095481.1
OG0010853,XP_001957259.1,XP_017860717.1,XP_016956226.1,XP_017098073.1,XP_017844444.1,XP_017122196.1,XP_001973473.2,XP_017081125.1,XP_017060232.1,XP_001985272.1,XP_023160168.2,XP_017022733.1,NP_788548.1,XP_017138285.1,XP_002008410.1,XP_030244019.1,XP_030573155.1,XP_022233657.1,XP_002021055.2,XP_001353327.3,XP_016970030.1,XP_002040651.1,XP_020808919.1,XP_002085639.1,XP_016924621.1,XP_016997199.1,XP_002047600.1,XP_002061869.2,XP_002095474.1
